ID,Quality,ProcessA-Pressure,ProcessA-Humidity,ProcessA-Vibration,ProcessB-Light,ProcessB-Skill,ProcessB-Temp,ProcessB-Rotation,ProcessC-Density,ProcessC-PH,ProcessC-skewness,ProcessC-Time
1936,0,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2
1937,0,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4
1938,1,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1
1939,0,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9
1940,0,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9
1941,0,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6
1942,0,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9
1943,0,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6
1944,0,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5
1945,0,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9
1946,0,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10
1947,0,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9
1948,0,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9
1949,1,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2
1950,0,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6
1951,0,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7
1952,0,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2
1953,1,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13
1954,0,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8
1955,0,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7
1956,0,6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9
1957,0,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9
1958,0,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2
1959,0,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7
1960,0,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1
1961,0,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1
1962,0,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5
1963,0,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9
1964,0,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7
1965,0,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9
1966,0,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6
1967,0,7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5
1968,1,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5
1969,0,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1
1970,1,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
1971,0,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7
1972,1,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
1973,0,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2
1974,0,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8
1975,0,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8
1976,0,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5
1977,0,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2
1978,0,8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1
1979,0,7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5
1980,0,7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9
1981,1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1982,1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1983,1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1984,1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1985,1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1986,0,8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1
1987,0,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1
1988,0,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10
1989,0,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5
1990,1,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3
1991,0,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1
1992,1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1993,0,7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6
1994,0,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6
1995,0,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8
1996,0,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
1997,0,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8
1998,0,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
1999,0,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
2000,0,7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9
2001,0,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10
2002,0,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10
2003,0,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1
2004,0,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6
2005,0,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6
2006,0,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8
2007,0,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
2008,0,5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1
2009,0,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10
2010,1,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2
2011,0,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11
2012,0,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10
2013,0,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1
2014,0,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4
2015,0,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8
2016,0,6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8
2017,1,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5
2018,0,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8
2019,1,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6
2020,0,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4
2021,0,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5
2022,0,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1
2023,0,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2
2024,0,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1
2025,0,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2
2026,0,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9
2027,0,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1
2028,0,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9
2029,0,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7
2030,0,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2
2031,0,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11
2032,0,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7
2033,0,6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8
2034,0,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8
2035,0,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11
2036,0,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4
2037,0,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2
2038,0,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7
2039,0,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9
2040,0,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6
2041,0,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5
2042,0,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9
2043,0,5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2
2044,0,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11
2045,0,5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9
2046,0,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6
2047,0,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3
2048,0,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6
2049,0,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5
2050,1,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7
2051,0,11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7
2052,0,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7
2053,0,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7
2054,0,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4
2055,0,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4
2056,0,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6
2057,0,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7
2058,1,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12
2059,0,7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9
2060,0,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8
2061,0,6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5
2062,0,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8
2063,0,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4
2064,0,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3
2065,0,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5
2066,0,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9
2067,0,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2
2068,0,7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2
2069,0,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11
2070,1,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1
2071,0,7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1
2072,0,6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5
2073,0,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5
2074,0,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8
2075,0,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5
2076,0,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3
2077,0,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6
2078,0,7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2
2079,0,5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5
2080,0,7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4
2081,0,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6
2082,0,7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7
2083,0,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5
2084,0,9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6
2085,0,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6
2086,0,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6
2087,0,8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5
2088,0,8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4
2089,0,8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8
2090,0,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6
2091,0,7.2,0.25,0.19,8,0.044,51,172,0.9964,3.16,0.44,9.2
2092,0,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5
2093,0,5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2
2094,0,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4
2095,0,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4
2096,0,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3
2097,0,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1
2098,0,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5
2099,0,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1
2100,0,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6
2101,0,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5
2102,0,6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4
2103,0,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7
2104,0,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8
2105,0,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6
2106,0,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1
2107,0,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9
2108,0,8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3
2109,0,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1
2110,0,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5
2111,0,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
2112,0,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
2113,0,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
2114,0,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9
2115,0,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5
2116,0,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
2117,0,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7
2118,0,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8
2119,0,6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12
2120,0,8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3
2121,0,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9
2122,1,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
2123,0,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9
2124,0,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9
2125,1,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
2126,0,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1
2127,0,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3
2128,0,9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5
2129,0,5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2
2130,0,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7
2131,0,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11
2132,0,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6
2133,0,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6
2134,0,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9
2135,0,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8
2136,0,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1
2137,0,7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9
2138,0,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1
2139,0,5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4
2140,0,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2
2141,0,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6
2142,0,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6
2143,0,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9
2144,1,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5
2145,0,8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2
2146,0,7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9
2147,0,7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6
2148,0,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6
2149,0,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2
2150,0,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8
2151,0,7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2
2152,0,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6
2153,0,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6
2154,0,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3
2155,0,9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2
2156,0,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7
2157,0,7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7
2158,0,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12
2159,0,7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6
2160,0,6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2
2161,0,6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11
2162,1,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4
2163,0,9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4
2164,0,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12
2165,0,8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6
2166,0,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4
2167,0,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4
2168,1,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
2169,1,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
2170,1,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
2171,1,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
2172,1,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
2173,0,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2
2174,0,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2
2175,1,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
2176,1,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1
2177,0,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2
2178,1,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9
2179,0,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2
2180,0,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8
2181,0,8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5
2182,0,7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11
2183,0,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10
2184,0,6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5
2185,0,6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1
2186,1,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5
2187,0,6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5
2188,0,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5
2189,0,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4
2190,0,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4
2191,0,7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7
2192,0,9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7
2193,0,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7
2194,0,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4
2195,0,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4
2196,0,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5
2197,0,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7
2198,0,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7
2199,0,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7
2200,0,6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5
2201,0,6.4,0.24,0.23,7.3,0.069,31,157,0.9962,3.25,0.53,9.1
2202,0,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3
2203,0,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7
2204,0,7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9
2205,0,7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9
2206,0,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2
2207,0,8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1
2208,1,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3
2209,0,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4
2210,0,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2
2211,1,7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9
2212,0,6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3
2213,0,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2
2214,0,7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4
2215,0,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4
2216,0,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9
2217,0,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10
2218,0,8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5
2219,0,7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5
2220,1,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5
2221,0,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5
2222,0,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9
2223,1,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
2224,0,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8
2225,1,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
2226,0,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2
2227,0,7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9
2228,0,7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9
2229,1,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5
2230,0,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5
2231,1,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5
2232,0,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5
2233,0,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5
2234,0,6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7
2235,0,7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7
2236,0,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5
2237,0,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4
2238,0,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9
2239,0,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6
2240,0,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5
2241,0,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1
